filename,label
/path/to/tcga-brca/pickles/TCGA-A7-A6VV-01Z-00-DX1.07AE0E16-A883-4C86-BC74-4E13081175F2.pickle,0
/path/to/tcga-brca/pickles/TCGA-A2-A0T1-01Z-00-DX1.CD1E9C46-18A3-466B-AA0B-24F3055FA851.pickle,0
/path/to/tcga-brca/pickles/TCGA-BH-A0B9-01Z-00-DX1.C23ADB4C-52D4-4DFD-B8E3-156E43F0E645.pickle,0
/path/to/tcga-brca/pickles/TCGA-A2-A0ET-01Z-00-DX1.41E86BB9-EA52-4615-94E7-0F09DDB094F4.pickle,0
/path/to/tcga-brca/pickles/TCGA-BH-A0EE-01Z-00-DX1.872EA586-25C8-4835-A138-152DFA1EBF30.pickle,0
/path/to/tcga-brca/pickles/TCGA-C8-A26Z-01Z-00-DX1.1A15D951-F3BD-4024-91DD-E7633C09A837.pickle,0
/path/to/tcga-brca/pickles/TCGA-D8-A1Y1-01Z-00-DX1.477390C8-2141-4ADD-813E-25220D2A71FC.pickle,0
/path/to/tcga-brca/pickles/TCGA-AO-A0J5-01Z-00-DX1.20C14D0C-1A74-4FE9-A5E6-BDDCB8DE7714.pickle,0
/path/to/tcga-brca/pickles/TCGA-BH-A0H6-01Z-00-DX1.0CF7253A-B42C-4778-B1C6-17EC78A039ED.pickle,0
/path/to/tcga-brca/pickles/TCGA-AN-A0FF-01Z-00-DX1.A23982C3-E0EB-4DB2-84EE-26E0005E3F66.pickle,0
/path/to/tcga-brca/pickles/TCGA-BH-A0H9-01Z-00-DX1.8AE869C6-5C78-4D52-AC8B-5B6FD5FD91AA.pickle,0
/path/to/tcga-brca/pickles/TCGA-D8-A1JE-01Z-00-DX1.714805A1-E337-46DA-88D9-6CE4B4E3C2D0.pickle,0
/path/to/tcga-brca/pickles/TCGA-E2-A14O-01Z-00-DX1.432DB252-35D4-4B02-B0A7-39BF85A38F89.pickle,0
/path/to/tcga-brca/pickles/TCGA-E2-A14R-01Z-00-DX1.DDE62ED5-1FC0-4B3B-A874-95C08B33AB20.pickle,0
/path/to/tcga-brca/pickles/TCGA-A2-A25E-01Z-00-DX1.46D1950B-0BAF-4A44-B58F-CD738E74CB27.pickle,0
/path/to/tcga-brca/pickles/TCGA-A2-A3XV-01Z-00-DX1.4B58B7CD-B3F6-4C31-863F-924D291EF17C.pickle,0
/path/to/tcga-brca/pickles/TCGA-BH-A0HI-01Z-00-DX1.89DB9F79-0DCC-4C65-831E-96AE026C2C4E.pickle,0
/path/to/tcga-brca/pickles/TCGA-GM-A2DC-01Z-00-DX1.39F956BB-52D0-4385-9923-4D7D36D78862.pickle,0
/path/to/tcga-brca/pickles/TCGA-A8-A08S-01Z-00-DX1.C0E044C2-FC3F-4E3D-A779-A725FF375F21.pickle,0
/path/to/tcga-brca/pickles/TCGA-AO-A126-01Z-00-DX1.D9D6AA15-32F0-44BD-AF30-36191784FFA2.pickle,0
/path/to/tcga-brca/pickles/TCGA-C8-A134-01Z-00-DX1.78D10BCC-98B3-4587-897D-3E27DA28D2EB.pickle,0
/path/to/tcga-brca/pickles/TCGA-B6-A0IQ-01Z-00-DX1.662EA039-825E-41FF-91D6-021EB0E099BD.pickle,0
/path/to/tcga-brca/pickles/TCGA-A2-A04P-01Z-00-DX1.5B481E02-D269-4732-8FDD-6494E6EE2B71.pickle,0
/path/to/tcga-brca/pickles/TCGA-E2-A1IK-01Z-00-DX1.25C554BB-AA90-4FF4-9D68-EEC899B8A27D.pickle,0
/path/to/tcga-brca/pickles/TCGA-E2-A1IE-01Z-00-DX1.D6BF29A7-4FBD-4F7D-B093-991FA0F49FE8.pickle,0
/path/to/tcga-brca/pickles/TCGA-EW-A1J1-01Z-00-DX1.FFC2D5DB-E6D0-4143-A1E7-0A2027846C8C.pickle,0
/path/to/tcga-brca/pickles/TCGA-E2-A1IU-01Z-00-DX1.E2F24814-24BA-4158-8841-F27A8E100589.pickle,0
/path/to/tcga-brca/pickles/TCGA-AN-A0FL-01Z-00-DX1.20A041C6-A306-4599-A7D1-65032A252AA9.pickle,0
/path/to/tcga-brca/pickles/TCGA-C8-A273-01Z-00-DX1.6E5D581F-DF80-478D-82D1-6D6525EED1B5.pickle,0
/path/to/tcga-brca/pickles/TCGA-AN-A0FW-01Z-00-DX1.5EEDFC71-6ABE-4189-8C45-2127403A8F04.pickle,0
/path/to/tcga-brca/pickles/TCGA-A8-A095-01Z-00-DX1.97072E53-7323-4836-9D58-22B7C346A7CE.pickle,0
/path/to/tcga-brca/pickles/TCGA-A2-A04T-01Z-00-DX1.71444266-BD56-4183-9603-C7AC20C9DA1E.pickle,0
/path/to/tcga-brca/pickles/TCGA-A2-A0YC-01Z-00-DX1.F01F2268-17D8-45FD-8917-FD89454D0709.pickle,0
/path/to/tcga-brca/pickles/TCGA-OL-A5D8-01Z-00-DX1.C0A75731-1DDC-4FAF-A2C5-2E2ECB23DC13.pickle,0
/path/to/tcga-brca/pickles/TCGA-A8-A086-01Z-00-DX1.E5FD8C53-2068-4018-B3C0-08EED253ACD2.pickle,0
/path/to/tcga-brca/pickles/TCGA-A8-A06T-01Z-00-DX1.BA8B8FC3-6169-48C1-BE1F-37F140CB4D3B.pickle,0
/path/to/tcga-brca/pickles/TCGA-A2-A0D4-01Z-00-DX1.35E43827-DABC-4685-A62A-333672923349.pickle,0
/path/to/tcga-brca/pickles/TCGA-A8-A09K-01Z-00-DX1.41B2DF5F-C0E1-43BB-BAA5-2946A9EC4650.pickle,0
/path/to/tcga-brca/pickles/TCGA-A2-A0CL-01Z-00-DX1.5342E971-DCD2-42C4-B4FF-E6942A95829E.pickle,0
/path/to/tcga-brca/pickles/TCGA-D8-A1JF-01Z-00-DX1.224EDA43-F822-4A88-814A-BA7D4C60F8CC.pickle,0
/path/to/tcga-brca/pickles/TCGA-AR-A251-01Z-00-DX1.E91E357A-3AD4-4F79-A698-05F0B21A37EC.pickle,0
/path/to/tcga-brca/pickles/TCGA-E2-A15C-01Z-00-DX1.26E13415-1D37-43C7-9EBB-4411BE7FCE10.pickle,0
/path/to/tcga-brca/pickles/TCGA-BH-A18L-01Z-00-DX1.01D6E3EF-6857-4CC6-BEA1-0BBC1A0B728F.pickle,0
/path/to/tcga-brca/pickles/TCGA-GM-A2DK-01Z-00-DX1.4F81A585-9549-454C-8E15-2E4545795460.pickle,0
/path/to/tcga-brca/pickles/TCGA-A2-A04X-01Z-00-DX1.E01A4522-67B3-4FEF-BD6B-99DFED9E7C85.pickle,0
